路线编号,路线起点,路线终点,路线距离(m),起点行政区,终点行政区
8782,7077,7078,90.29,长春新区(高新),长春新区(高新)
8783,7079,7080,123.05,长春新区(高新),长春新区(高新)
8784,7081,7082,524.91,长春新区(高新),朝阳区
8785,7082,7083,2591.81,朝阳区,汽开区
8786,7083,7084,298.14,汽开区,汽开区
8787,7084,7085,555.68,汽开区,汽开区
8788,7080,7086,54.64,长春新区(高新),长春新区(高新)
8789,7086,2685,376.3,长春新区(高新),长春新区(高新)
8790,2685,4146,547.92,长春新区(高新),长春新区(高新)
8791,4146,6029,187.22,长春新区(高新),长春新区(高新)
8792,6029,5816,31.12,长春新区(高新),长春新区(高新)
8793,5816,5782,167.59,长春新区(高新),南关区
8794,4100,329,24.8,长春新区(高新),长春新区(高新)
8795,329,7087,438.12,长春新区(高新),朝阳区
8796,7087,7088,17.89,朝阳区,长春新区(高新)
8797,7088,1302,309.15,长春新区(高新),长春新区(高新)
8798,1302,7089,483.71,长春新区(高新),朝阳区
8799,7089,838,187.03,朝阳区,朝阳区
8800,838,7017,439.32,朝阳区,朝阳区
8801,7017,219,15.11,朝阳区,朝阳区
8802,7090,7091,332.99,汽开区,汽开区
8803,7091,7092,397.74,汽开区,汽开区
8804,7093,7094,144.31,汽开区,汽开区
8805,7094,3850,275.61,汽开区,汽开区
8806,3850,7095,23.86,汽开区,汽开区
8807,7095,7096,100.4,汽开区,汽开区
8808,7097,7098,301.42,汽开区,汽开区
8809,7098,7099,136.39,汽开区,汽开区
8810,7099,673,297.04,汽开区,朝阳区
8811,7100,2704,519.15,汽开区,汽开区
8812,2704,7098,363.68,汽开区,汽开区
8813,7098,655,35.27,汽开区,汽开区
8814,655,660,419.19,汽开区,汽开区
8815,660,7101,579.84,汽开区,汽开区
8816,7102,2703,519.38,汽开区,汽开区
8817,2703,7099,363.32,汽开区,汽开区
8818,7099,656,35.19,汽开区,汽开区
8819,656,659,419.28,汽开区,汽开区
8820,659,7103,579.58,汽开区,汽开区
8821,672,7103,293.35,汽开区,汽开区
8822,7103,7101,138.82,汽开区,汽开区
8823,7101,7104,316.78,汽开区,汽开区
8824,7104,7105,13.95,汽开区,汽开区
8825,426,6367,835.52,长春新区(高新),长春新区(高新)
8826,6367,6119,700.85,长春新区(高新),长春新区(高新)
8827,6119,6123,15.79,长春新区(高新),长春新区(高新)
8828,6123,6409,95.81,长春新区(高新),长春新区(高新)
8829,6409,2739,13.02,长春新区(高新),长春新区(高新)
8830,2739,4108,15.33,长春新区(高新),长春新区(高新)
8831,4108,6115,12.7,长春新区(高新),长春新区(高新)
8832,6115,6125,107.46,长春新区(高新),长春新区(高新)
8833,6125,6122,20.59,长春新区(高新),长春新区(高新)
8834,6122,1299,613.76,长春新区(高新),长春新区(高新)
8835,1299,2867,601.65,长春新区(高新),长春新区(高新)
8836,426,2856,531.33,长春新区(高新),长春新区(高新)
8837,2734,603,19.25,长春新区(高新),长春新区(高新)
8838,603,7106,336.29,长春新区(高新),长春新区(高新)
8839,7106,4143,402.14,长春新区(高新),南关区
8840,4143,4140,168.89,南关区,南关区
8841,4140,4127,167.58,南关区,南关区
8842,4127,7107,149.06,南关区,南关区
8843,7107,6032,137.91,南关区,南关区
8844,6032,6026,47.7,南关区,南关区
8845,6026,7108,130.5,南关区,南关区
8846,7108,4158,324.5,南关区,南关区
8847,4158,2687,381.84,南关区,南关区
8848,2687,7109,417.1,南关区,南关区
8849,7109,800,456.3,南关区,南关区
8850,2734,7110,513.84,长春新区(高新),南关区
8851,7110,7111,229.38,南关区,南关区
8852,7111,7112,239.86,南关区,长春新区(高新)
8853,7112,2968,21.58,长春新区(高新),长春新区(高新)
8854,2968,7113,209.2,长春新区(高新),长春新区(高新)
8855,7113,7114,186.03,长春新区(高新),长春新区(高新)
8856,7114,7115,471.68,长春新区(高新),长春新区(高新)
8857,7115,7116,15.69,长春新区(高新),长春新区(高新)
8858,7116,7117,464.66,长春新区(高新),长春新区(高新)
8859,7117,7118,404.66,长春新区(高新),长春新区(高新)
8860,7118,7119,155.49,长春新区(高新),南关区
8861,7119,7120,24.17,南关区,南关区
8862,7120,7121,23.99,南关区,南关区
8863,7121,7122,11.82,南关区,南关区
8864,7122,7123,352.48,南关区,南关区
8865,7123,7124,581.19,南关区,长春新区(高新)
8866,7124,7125,564.96,长春新区(高新),长春新区(高新)
8867,7125,7126,486.67,长春新区(高新),长春新区(高新)
8868,7126,7127,18.98,长春新区(高新),长春新区(高新)
8869,7127,585,28.97,长春新区(高新),长春新区(高新)
8870,6428,754,494.32,汽开区,汽开区
8871,754,150,393.91,汽开区,汽开区
8872,621,3500,526.94,汽开区,汽开区
8873,3500,7128,46.44,汽开区,汽开区
8874,7128,871,219.31,汽开区,汽开区
8875,871,7129,286.21,汽开区,汽开区
8876,7129,154,117.78,汽开区,汽开区
8877,434,1982,85.08,净月区,净月区
8878,7130,851,37.24,净月区,净月区
8879,851,1997,26.93,净月区,净月区
8880,1997,7131,53.63,净月区,净月区
8881,7131,7132,54.38,净月区,净月区
8882,7132,4799,227.67,净月区,净月区
8883,4799,4798,31.93,净月区,净月区
8884,4798,7133,58.89,净月区,净月区
8885,7133,7134,48.9,净月区,净月区
8886,7134,1983,99.03,净月区,净月区
8887,1983,7130,128.52,净月区,净月区
8888,6030,420,197.95,南关区,南关区
8889,417,6028,208.33,南关区,南关区
8890,6031,6027,67.71,南关区,南关区
8891,7107,7135,246.4,南关区,南关区
8892,7136,7108,226.49,南关区,南关区
8893,351,2265,156.6,经开区,经开区
8894,2265,2204,432.69,经开区,经开区
8895,2204,2277,488.83,经开区,经开区
8896,2277,2295,276.59,经开区,经开区
8897,2295,7137,275.88,经开区,经开区
8898,2265,1988,493.49,经开区,经开区
8899,1988,2015,450.74,经开区,经开区
8900,2551,6930,32.22,二道区,二道区
8901,6930,2589,371.82,二道区,二道区
8902,2589,2039,401.38,二道区,南关区
8903,2039,2571,23.26,南关区,南关区
8904,2597,7138,28.78,二道区,二道区
8905,7138,7139,3.55,二道区,二道区
8906,7139,7140,26.13,二道区,二道区
8907,7141,7142,722.58,二道区,二道区
8908,7142,7143,226.39,二道区,二道区
8909,355,7144,112.22,经开区,经开区
8910,7144,1759,173.31,经开区,经开区
8911,1759,1785,331.18,经开区,经开区
8912,1785,7145,641.34,经开区,经开区
8913,7145,2252,112.64,经开区,经开区
8914,2252,2236,8.38,经开区,经开区
8915,2236,7146,98.84,经开区,经开区
8916,7146,7147,66.05,经开区,二道区
8917,7147,2374,86.2,二道区,二道区
8918,2374,2306,76.91,二道区,二道区
8919,2306,2399,407.64,二道区,二道区
8920,2399,4162,137.5,二道区,二道区
8921,4162,2353,260.31,二道区,二道区
8922,2353,7148,321.71,二道区,二道区
8923,7148,2414,78.27,二道区,二道区
8924,2414,7149,397.29,二道区,二道区
8925,2026,2459,252.16,南关区,二道区
8926,2459,7150,27.7,二道区,二道区
8927,2403,7151,134.71,二道区,二道区
8928,7151,2349,264.69,二道区,二道区
8929,7152,2024,15.59,二道区,二道区
8930,2024,7151,269.47,二道区,二道区
8931,7151,2409,352.48,二道区,二道区
8932,7153,7154,429.11,经开区,经开区
8933,7155,7154,259.82,经开区,经开区
8934,7154,7156,41.72,经开区,经开区
8935,7156,2012,53.25,经开区,经开区
8936,7156,6906,356.41,经开区,经开区
8937,6932,7157,146.91,二道区,二道区
8938,7157,7158,130.13,二道区,二道区
8939,7158,7159,89.42,二道区,二道区
8940,7159,2578,137.39,二道区,二道区
8941,2578,2553,139.62,二道区,二道区
8942,2553,2037,139.63,二道区,二道区
8943,2042,7160,333.95,南关区,南关区
8944,1385,1380,28.28,南关区,南关区
8945,1380,7161,54.83,南关区,南关区
8946,7161,7162,263.81,南关区,南关区
8947,1379,7161,74.48,南关区,南关区
8948,2480,7160,12.81,南关区,南关区
8949,7160,1382,74.05,南关区,南关区
8950,7163,7164,1012.16,净月区,南关区
8951,7164,7165,14.3,南关区,南关区
8952,7089,7166,319.59,朝阳区,朝阳区
8953,7166,1303,484.94,朝阳区,长春新区(高新)
8954,7167,7168,62.0,朝阳区,朝阳区
8955,7168,7169,209.78,朝阳区,朝阳区
8956,7169,251,10.4,朝阳区,朝阳区
8957,6978,7167,126.19,朝阳区,朝阳区
8958,1004,235,39.21,朝阳区,朝阳区
8959,235,4248,322.78,朝阳区,朝阳区
8960,4248,4242,230.16,朝阳区,朝阳区
8961,4242,4229,120.88,朝阳区,朝阳区
8962,4229,6781,109.52,朝阳区,朝阳区
8963,6781,165,243.21,朝阳区,朝阳区
8964,4298,6984,214.05,朝阳区,朝阳区
8965,6984,372,9.39,朝阳区,朝阳区
8966,372,7170,15.29,朝阳区,朝阳区
8967,7170,6778,208.63,朝阳区,朝阳区
8968,6778,4275,122.89,朝阳区,朝阳区
8969,4275,4287,122.21,朝阳区,朝阳区
8970,6544,3807,91.95,朝阳区,朝阳区
8971,3807,3646,90.23,朝阳区,朝阳区
8972,3646,3797,201.37,朝阳区,朝阳区
8973,3797,494,172.88,朝阳区,朝阳区
8974,7171,7172,42.82,朝阳区,朝阳区
8975,7172,7173,41.74,朝阳区,朝阳区
8976,7173,4300,84.97,朝阳区,朝阳区
8977,4300,7174,73.82,朝阳区,朝阳区
8978,7174,4077,69.89,朝阳区,朝阳区
8979,4077,7175,118.44,朝阳区,朝阳区
8980,928,4048,181.52,朝阳区,朝阳区
8981,4048,4060,187.21,朝阳区,朝阳区
8982,4060,6783,71.66,朝阳区,朝阳区
8983,6783,4484,114.68,朝阳区,朝阳区
8984,6543,3805,91.55,朝阳区,朝阳区
8985,3805,3644,89.46,朝阳区,朝阳区
8986,3644,3795,201.3,朝阳区,朝阳区
8987,3795,496,173.3,朝阳区,朝阳区
8988,934,7173,89.73,朝阳区,朝阳区
8989,7173,4043,89.15,朝阳区,朝阳区
8990,4043,4055,188.61,朝阳区,朝阳区
8991,4055,6747,72.82,朝阳区,朝阳区
8992,6747,4481,109.44,朝阳区,朝阳区
8993,929,4047,181.91,朝阳区,朝阳区
8994,4047,4059,187.13,朝阳区,朝阳区
8995,4059,6782,71.1,朝阳区,朝阳区
8996,6782,4483,114.28,朝阳区,朝阳区
8997,486,3801,174.53,朝阳区,朝阳区
8998,6748,4053,72.45,朝阳区,朝阳区
8999,4053,4041,188.31,朝阳区,朝阳区
9000,4041,7174,89.82,朝阳区,朝阳区
9001,7174,936,89.73,朝阳区,朝阳区
9002,6547,3799,382.17,朝阳区,朝阳区
9003,5594,6742,358.29,宽城区,宽城区
9004,6742,5580,231.69,宽城区,宽城区
9005,5580,7176,236.36,宽城区,宽城区
9006,7176,7177,219.26,宽城区,宽城区
9007,7178,7179,223.44,宽城区,宽城区
9008,7176,2887,111.85,宽城区,宽城区
9009,3683,7180,220.25,绿园区,绿园区
9010,7180,7181,38.4,绿园区,绿园区
9011,7181,7182,694.44,绿园区,绿园区
9012,7182,7183,147.55,绿园区,绿园区
9013,7183,2873,466.1,绿园区,绿园区
9014,7184,7185,516.28,绿园区,绿园区
9015,7185,7186,347.89,绿园区,绿园区
9016,2874,7187,75.97,绿园区,绿园区
9017,7187,7188,312.71,绿园区,绿园区
9018,7188,7184,145.18,绿园区,绿园区
9019,7184,7189,776.0,绿园区,绿园区
9020,7189,7190,38.73,绿园区,绿园区
9021,7190,7191,136.5,绿园区,绿园区
9022,7191,3682,82.9,绿园区,绿园区
9023,3682,7192,132.63,绿园区,绿园区
9024,7192,7193,101.25,绿园区,绿园区
9025,7193,7194,161.07,绿园区,绿园区
9026,7194,7195,116.94,绿园区,绿园区
9027,6161,7196,225.39,宽城区,宽城区
9028,7196,7197,188.04,宽城区,绿园区
9029,7198,2893,232.42,宽城区,宽城区
9030,2893,7199,164.18,宽城区,宽城区
9031,1327,7198,177.79,宽城区,宽城区
9032,7198,7200,370.72,宽城区,宽城区
9033,7200,6739,11.43,宽城区,宽城区
9034,6739,6169,14.31,宽城区,宽城区
9035,6169,6727,11.49,宽城区,宽城区
9036,7201,7187,527.33,绿园区,绿园区
9037,7202,1394,392.24,二道区,二道区
9038,6222,7203,245.16,二道区,二道区
9039,6235,7202,528.16,二道区,二道区
9040,7202,1393,259.46,二道区,二道区
9041,7203,1392,219.21,二道区,二道区
9042,1392,3612,23.43,二道区,二道区
9043,3612,3605,345.28,二道区,二道区
9044,3605,3602,318.19,二道区,二道区
9045,3602,7204,308.69,二道区,二道区
9046,6234,1395,824.65,南关区,南关区
9047,1395,3611,27.87,南关区,南关区
9048,3611,3075,1584.07,南关区,南关区
9049,1878,4118,310.34,绿园区,绿园区
9050,4118,7205,291.49,绿园区,绿园区
9051,7205,7206,232.53,绿园区,绿园区
9052,7206,7207,40.25,绿园区,绿园区
9053,7208,7209,68.46,绿园区,绿园区
9054,7209,7210,69.09,绿园区,绿园区
9055,7211,7212,69.77,绿园区,绿园区
9056,7212,7213,99.2,绿园区,绿园区
9057,7213,7214,99.15,绿园区,绿园区
9058,7214,7215,81.19,绿园区,绿园区
9059,7215,7216,85.19,绿园区,绿园区
9060,7216,7217,10.48,绿园区,绿园区
9061,7218,4121,193.94,绿园区,绿园区
9062,4121,7211,115.65,绿园区,绿园区
9063,7211,7209,103.97,绿园区,绿园区
9064,7209,4497,104.08,绿园区,绿园区
9065,7219,4120,194.05,绿园区,绿园区
9066,4120,7208,220.28,绿园区,绿园区
9067,7208,4498,103.16,绿园区,绿园区
9068,7220,7219,146.84,绿园区,绿园区
9069,7219,7218,68.97,绿园区,绿园区
9070,7218,7221,66.6,绿园区,绿园区
9071,7205,7222,136.8,绿园区,绿园区
9072,7223,7224,93.46,绿园区,绿园区
9073,7224,7225,7.81,绿园区,绿园区
9074,7225,7226,98.77,绿园区,绿园区
9075,4124,7214,114.22,绿园区,绿园区
9076,7214,7223,131.87,绿园区,绿园区
9077,7223,4494,76.0,绿园区,绿园区
9078,4494,4132,146.03,绿园区,绿园区
9079,4133,4493,151.93,绿园区,绿园区
9080,4493,7215,207.63,绿园区,绿园区
9081,7225,7213,133.28,绿园区,绿园区
9082,7213,4123,114.41,绿园区,绿园区
9083,4123,7227,169.64,绿园区,绿园区
9084,4131,4495,124.59,绿园区,绿园区
9085,4495,7224,74.91,绿园区,绿园区
9086,7227,7228,102.09,绿园区,绿园区
9087,4137,7229,156.37,绿园区,绿园区
9088,7229,7230,124.85,绿园区,绿园区
9089,7230,7231,154.06,绿园区,绿园区
9090,7231,7232,130.91,绿园区,绿园区
9091,7232,3460,263.84,绿园区,绿园区
9092,3464,7229,131.87,绿园区,绿园区
9093,7229,730,186.11,绿园区,绿园区
9094,3463,7230,133.1,绿园区,绿园区
9095,7230,729,186.56,绿园区,绿园区
9096,3461,7232,135.95,绿园区,绿园区
9097,7232,727,184.03,绿园区,绿园区
9098,3462,7231,134.64,绿园区,绿园区
9099,7231,728,184.42,绿园区,绿园区
9100,7234,7235,72.13,汽开区,汽开区
9101,7235,7236,148.06,汽开区,汽开区
9102,7236,3318,461.67,汽开区,汽开区
9103,3503,7237,101.31,汽开区,汽开区
9104,7237,7236,121.43,汽开区,汽开区
9105,7234,7238,169.4,汽开区,汽开区
9106,7238,7237,130.98,汽开区,汽开区
9107,160,7239,72.99,汽开区,汽开区
9108,7239,620,1047.89,汽开区,汽开区
9109,3319,7240,412.25,汽开区,汽开区
9110,7240,159,7.37,汽开区,汽开区
9111,3315,7235,327.5,汽开区,汽开区
9112,7235,7238,130.49,汽开区,汽开区
9113,3055,6219,224.1,宽城区,宽城区
9114,6219,7241,206.19,宽城区,宽城区
9115,4527,4522,517.95,宽城区,宽城区
9116,4522,4528,870.87,宽城区,宽城区
9117,487,3800,174.98,朝阳区,朝阳区
9118,3800,4063,198.75,朝阳区,朝阳区
9119,4063,6548,181.91,朝阳区,朝阳区
9120,6548,927,9.87,朝阳区,朝阳区
9121,927,4049,181.54,朝阳区,朝阳区
9122,4049,4061,187.61,朝阳区,朝阳区
9123,4061,6784,71.72,朝阳区,朝阳区
9124,6784,4485,114.13,朝阳区,朝阳区
9125,984,6510,268.7,朝阳区,朝阳区
9126,3483,1976,77.95,南关区,南关区
9127,2692,3451,383.96,南关区,南关区
9128,1316,6568,138.91,南关区,南关区
9129,2401,7242,224.79,二道区,二道区
9130,7243,7244,50.05,二道区,二道区
9131,7244,2515,474.47,二道区,二道区
9132,7245,7242,173.8,二道区,二道区
9133,7242,2408,154.69,二道区,二道区
9134,6927,7246,101.56,朝阳区,朝阳区
9135,7246,2697,73.91,朝阳区,朝阳区
9136,462,7247,562.36,朝阳区,朝阳区
9137,7247,7246,206.46,朝阳区,朝阳区
9138,6928,7247,102.2,朝阳区,朝阳区
9139,7247,2698,74.31,朝阳区,朝阳区
9140,2595,7159,178.57,二道区,二道区
9141,7159,2564,172.29,二道区,二道区
9142,2564,2544,338.99,二道区,二道区
9143,2576,7244,229.14,二道区,二道区
9144,7244,2031,218.2,二道区,二道区
9145,2537,2461,166.7,二道区,二道区
9146,7248,7249,189.4,南关区,南关区
9147,7249,2586,132.61,南关区,南关区
9148,7249,7250,86.41,南关区,南关区
9149,7250,2585,39.84,南关区,南关区
9150,2563,7158,172.38,二道区,二道区
9151,7158,2596,178.55,二道区,二道区
9152,6793,7251,511.77,南关区,南关区
9153,7252,4886,324.98,二道区,南关区
9154,7253,2227,15.28,经开区,经开区
9155,2227,7254,57.79,经开区,经开区
9156,7254,2379,294.02,经开区,经开区
9157,2379,2338,355.11,经开区,经开区
9158,2338,2367,17.05,经开区,经开区
9159,2367,7255,376.77,经开区,经开区
9160,7255,7256,32.67,经开区,经开区
9161,7256,7257,426.89,经开区,经开区
9162,7257,7258,214.59,经开区,经开区
9163,7258,7259,111.09,经开区,经开区
9164,7259,7260,33.41,经开区,经开区
9165,4898,4934,1549.9,二道区,经开区
9166,4934,4887,32.24,经开区,经开区
9167,7261,1776,544.76,经开区,经开区
9168,1776,7262,452.39,经开区,经开区
9169,7262,7027,18.85,经开区,经开区
9170,7027,7026,13.04,经开区,经开区
9171,7026,7263,469.61,经开区,经开区
9172,7263,2211,511.97,经开区,经开区
9173,2211,450,413.67,经开区,经开区
9174,7026,441,18.96,经开区,经开区
9175,441,1775,452.35,经开区,经开区
9176,1775,452,544.97,经开区,经开区
9177,452,7261,13.81,经开区,经开区
9178,7261,1771,327.07,经开区,经开区
9179,1771,1796,360.81,经开区,经开区
9180,1796,7264,746.95,经开区,经开区
9181,7264,2226,13.36,经开区,经开区
9182,2226,7265,347.41,经开区,经开区
9183,7265,2340,344.43,经开区,经开区
9184,2340,2366,15.89,经开区,经开区
9185,2366,4917,390.23,经开区,经开区
9186,4917,4899,312.55,经开区,经开区
9187,4899,4890,72.49,经开区,经开区
9188,4155,4152,226.2,长春新区(高新),长春新区(高新)
9189,2683,7266,185.39,长春新区(高新),长春新区(高新)
9190,7266,7267,170.56,长春新区(高新),长春新区(高新)
9191,7267,7030,215.81,长春新区(高新),长春新区(高新)
9192,7266,5780,188.3,长春新区(高新),长春新区(高新)
9193,327,7268,157.95,长春新区(高新),长春新区(高新)
9194,7268,7269,100.72,长春新区(高新),长春新区(高新)
9195,7270,325,388.46,朝阳区,长春新区(高新)
9196,7269,7271,235.69,长春新区(高新),长春新区(高新)
9197,7271,7268,54.69,长春新区(高新),长春新区(高新)
9198,837,835,492.36,朝阳区,朝阳区
9199,7272,7273,23.82,绿园区,绿园区
9200,7273,7274,425.24,绿园区,绿园区
9201,7274,7275,469.37,绿园区,绿园区
9202,7275,7276,308.76,绿园区,汽开区
9203,7276,7277,524.4,汽开区,汽开区
9204,7277,870,6.13,汽开区,汽开区
9205,870,953,325.09,汽开区,汽开区
9206,953,612,407.64,汽开区,汽开区
9207,612,954,406.89,汽开区,汽开区
9208,954,7278,334.9,汽开区,汽开区
9209,7278,7279,523.97,汽开区,汽开区
9210,7279,7280,156.49,汽开区,绿园区
9211,7281,384,243.98,朝阳区,朝阳区
9212,47,7282,255.22,朝阳区,朝阳区
9213,256,7282,201.68,朝阳区,朝阳区
9214,7283,3958,55.13,朝阳区,朝阳区
9215,6909,6893,168.49,南关区,南关区
9216,6960,4090,102.96,南关区,南关区
9217,1214,7284,148.31,朝阳区,南关区
9218,7003,6990,136.19,南关区,南关区
9219,7285,4084,168.69,南关区,南关区
9220,7283,3703,189.03,朝阳区,朝阳区
9221,3703,6997,185.45,朝阳区,朝阳区
9222,6997,6986,11.74,朝阳区,朝阳区
9223,6986,3930,148.63,朝阳区,绿园区
9224,3930,3921,118.76,绿园区,绿园区
9225,3921,6943,103.42,绿园区,绿园区
9226,6943,18,81.65,绿园区,绿园区
9227,1202,7283,45.37,朝阳区,朝阳区
9228,6890,7284,72.51,南关区,南关区
9229,7284,3770,81.71,南关区,南关区
9230,6900,3106,111.51,南关区,南关区
9231,2558,7286,237.88,二道区,二道区
9232,7286,7287,188.49,二道区,二道区
9233,7287,7288,265.92,二道区,二道区
9234,2411,7289,92.27,二道区,二道区
9235,2489,7162,178.64,南关区,南关区
9236,7162,2538,38.37,南关区,南关区
9237,2538,2571,259.77,南关区,南关区
9238,2571,2588,202.23,南关区,二道区
9239,2588,2566,150.03,二道区,二道区
9240,2566,2567,271.13,二道区,南关区
9241,2567,2547,116.32,南关区,南关区
9242,2547,2514,11.58,南关区,南关区
9243,2514,2502,179.35,南关区,二道区
9244,2502,7290,338.64,二道区,二道区
9245,7290,7291,17.67,二道区,二道区
9246,7291,2460,400.3,二道区,二道区
9247,2460,2347,394.46,二道区,二道区
9248,2347,7152,257.91,二道区,二道区
9249,7152,2404,133.94,二道区,二道区
9250,2404,7252,105.72,二道区,二道区
9251,7252,7292,491.01,二道区,南关区
9252,7292,6688,127.09,南关区,南关区
9253,6688,2238,26.14,南关区,南关区
9254,2238,2249,12.65,南关区,南关区
9255,2249,7293,33.61,南关区,南关区
9256,7293,2319,304.41,南关区,经开区
9257,2319,1780,402.01,经开区,经开区
9258,1780,2321,30.68,经开区,经开区
9259,2321,7294,267.79,经开区,经开区
9260,7294,7022,386.73,经开区,经开区
9261,7022,345,12.71,经开区,经开区
9262,345,2203,577.66,经开区,经开区
9263,2203,7295,266.17,经开区,经开区
9264,7295,6905,330.75,经开区,经开区
9265,6905,2291,417.52,经开区,净月区
9266,2291,7296,406.36,净月区,净月区
9267,7296,1933,38.67,净月区,净月区
9268,1933,1929,194.69,净月区,净月区
9269,2254,2231,14.2,二道区,二道区
9270,2231,2370,238.31,二道区,二道区
9271,2370,2299,86.99,二道区,二道区
9272,2299,2446,191.0,二道区,二道区
9273,2446,2392,217.24,二道区,二道区
9274,2392,7297,133.01,二道区,二道区
9275,7297,2357,265.8,二道区,二道区
9276,2357,2426,264.33,二道区,二道区
9277,2426,2417,135.0,二道区,二道区
9278,2417,7298,396.67,二道区,二道区
9279,7298,7299,28.13,二道区,二道区
9280,7299,7300,6.52,二道区,二道区
9281,6907,2285,96.78,经开区,经开区
9282,2285,2294,166.59,经开区,经开区
9283,2294,2290,160.7,经开区,经开区
9284,2290,7301,115.59,经开区,净月区
9285,7301,1943,297.59,净月区,净月区
9286,2420,7302,85.14,二道区,二道区
9287,7302,2381,133.6,二道区,二道区
9288,2262,2599,271.41,经开区,经开区
9289,2599,2208,323.33,经开区,经开区
9290,6925,5596,286.79,宽城区,宽城区
9291,5596,4860,123.29,宽城区,宽城区
9292,4860,1428,14.01,宽城区,宽城区
9293,1428,1446,202.03,宽城区,宽城区
9294,1446,1398,237.08,宽城区,南关区
9295,7150,2348,131.64,二道区,二道区
9296,7289,2381,133.87,二道区,二道区
9297,7303,7304,224.17,二道区,二道区
9298,7304,5479,300.48,二道区,二道区
9299,5479,7305,298.94,二道区,二道区
9300,7305,5294,16.99,二道区,二道区
9301,5294,7306,293.2,二道区,二道区
9302,7306,7307,12.27,二道区,二道区
9303,7307,4653,615.76,二道区,二道区
9304,4653,7308,17.14,二道区,二道区
9305,7308,7309,612.77,二道区,二道区
9306,5476,5489,299.3,二道区,二道区
9307,5489,7310,304.84,二道区,二道区
9308,7310,5278,15.23,二道区,二道区
9309,5278,7311,267.65,二道区,二道区
9310,7311,7312,349.16,二道区,二道区
9311,7312,4666,307.51,二道区,二道区
9312,5472,5485,312.85,二道区,二道区
9313,5485,7313,316.02,二道区,二道区
9314,4544,5227,316.15,宽城区,二道区
9315,5475,5488,295.37,二道区,二道区
9316,5488,7314,304.98,二道区,二道区
9317,7314,5279,15.19,二道区,二道区
9318,5279,7315,273.65,二道区,二道区
9319,7315,7316,294.18,二道区,二道区
9320,7316,4665,352.14,二道区,二道区
9321,7317,7318,612.74,二道区,二道区
9322,7318,4652,17.14,二道区,二道区
9323,4652,7319,615.83,二道区,二道区
9324,7319,7320,12.23,二道区,二道区
9325,7320,5295,293.21,二道区,二道区
9326,5295,7321,17.04,二道区,二道区
9327,7321,5478,298.78,二道区,二道区
9328,5478,7322,300.58,二道区,二道区
9329,7322,7323,224.1,二道区,二道区
9330,7324,5522,349.42,二道区,二道区
9331,5522,5367,347.02,二道区,二道区
9332,5367,5348,13.7,二道区,二道区
9333,5348,7325,629.0,二道区,二道区
9334,7326,5090,1371.44,宽城区,宽城区
9335,5281,7327,15.18,二道区,二道区
9336,7327,5487,304.06,二道区,二道区
9337,5487,5474,296.62,二道区,二道区
9338,5474,5137,338.68,二道区,二道区
9339,5137,4592,18.27,二道区,二道区
9340,4592,5428,240.43,二道区,二道区
9341,5301,5462,16.95,二道区,二道区
9342,5462,7328,329.8,二道区,二道区
9343,7328,7329,416.53,二道区,二道区
9344,7329,6262,319.29,二道区,二道区
9345,7330,5496,489.73,二道区,二道区
9346,5496,7331,493.53,二道区,二道区
9347,7331,5319,15.0,二道区,二道区
9348,5302,5461,15.46,二道区,二道区
9349,5461,7332,328.63,二道区,二道区
9350,7332,7333,418.55,二道区,二道区
9351,7333,6263,326.22,二道区,二道区
9352,7334,7335,214.71,经开区,经开区
9353,7336,7334,227.53,经开区,经开区
9354,13,7337,460.92,经开区,经开区
9355,7338,7339,189.58,经开区,经开区
9356,7339,4909,123.65,经开区,经开区
9357,4909,2342,387.35,经开区,经开区
9358,3389,7340,320.72,净月区,净月区
9359,7340,3427,363.87,净月区,净月区
9360,3427,3438,14.94,净月区,净月区
9361,3378,7340,334.03,净月区,净月区
9362,7340,3411,297.67,净月区,净月区
9363,3411,3367,14.94,净月区,净月区
9364,4454,7341,730.15,净月区,净月区
9365,7341,7342,132.26,净月区,净月区
9366,7343,12,240.11,经开区,经开区
9367,7344,7345,46.02,净月区,净月区
9368,2339,2380,349.26,经开区,经开区
9369,11,7338,95.59,经开区,经开区
9370,7342,7346,40.46,净月区,净月区
9371,4900,7347,109.64,经开区,经开区
9372,7348,7349,2271.57,经开区,二道区
9373,7350,4922,156.56,经开区,经开区
9374,7335,7351,215.55,经开区,经开区
9375,7351,7336,213.14,经开区,经开区
9376,7265,2341,872.18,经开区,经开区
9377,2341,2365,13.5,经开区,经开区
9378,2365,4915,381.13,经开区,经开区
9379,4919,7352,45.23,经开区,经开区
9380,7353,6399,315.58,净月区,净月区
9381,6399,7354,8171.09,净月区,净月区
9382,7354,7355,90.14,净月区,净月区
9383,3404,3364,385.99,经开区,净月区
9384,2342,4908,387.27,经开区,经开区
9385,4908,7356,150.32,经开区,经开区
9386,7356,7343,14.73,经开区,经开区
9387,4836,7353,80.27,净月区,净月区
9388,7345,4453,852.76,净月区,净月区
9389,2342,7335,284.47,经开区,经开区
9390,3374,3407,396.25,净月区,净月区
9391,3407,3371,17.3,净月区,净月区
9392,3371,3437,660.17,净月区,净月区
9393,7357,4852,363.98,净月区,净月区
9394,3375,3408,393.07,净月区,净月区
9395,3408,3370,18.89,净月区,净月区
9396,7351,7334,10.06,经开区,经开区
9397,7334,4907,400.13,经开区,经开区
9398,7358,4903,190.14,经开区,经开区
